event,sentence
"('Morris,Marcus', 'pts', '15')",Eric Bledsoe and PLAYER_FIRST PLAYER_LAST scored STAT apiece.
"('Waiters,Dion', 'pts', '18')","Steven Adams had _STAT_ points and 16 rebounds, and PLAYER_FIRST PLAYER_LAST scored STAT points."
"('Westbrook,Russell', 'fg3', '1')","WESTBROOK NEARS SUSPENSION It took 57 seconds for PLAYER_LAST to pick up his 15th technical foul, STAT away from an automatic STAT game suspension."
"('Westbrook,Russell', 'fg3', '1')","WESTBROOK NEARS SUSPENSION It took 57 seconds for PLAYER_LAST to pick up his 15th technical foul, STAT away from an automatic STAT game suspension."
"('Bradley,Avery', 'fg3', '3')",The Celtics made him pay on the other end as PLAYER_LAST knocked down a STAT pointer to give Boston an 18 point lead.
"('BOS', 'pts', '116')","Bradley had _STAT_ points and eight rebounds, and the Celtics beat the Charlotte Hornets 116 104 on Monday night for an important Eastern Conference victory."
"('Walker,Kemba', 'pts', '28')","Charlotte's PLAYER_FIRST PLAYER_LAST led a furious fourth quarter comeback that fell short, finishing with STAT points and 12 assists."
"('Walker,Kemba', 'ast', '12')","Charlotte's PLAYER_FIRST PLAYER_LAST led a furious fourth quarter comeback that fell short, finishing with STAT assists."
"('Bradley,Avery', 'pts', '30')","PLAYER_LAST had STAT points and eight rebounds, and the Celtics beat the Charlotte Hornets 116 104 on Monday night for an important Eastern Conference victory."
"('Bradley,Avery', 'trb', '8')","PLAYER_LAST had STAT rebounds, and the Celtics beat the Charlotte Hornets 116 104 on Monday night for an important Eastern Conference victory."
"('Bradley,Avery', 'fg', '12')",     TIP INS Celtics: PLAYER_LAST has reached double figures in scoring in STAT of his last 13 games.
"('Wallace,Gerald', 'pts', '4')","PLAYER_FIRST Henderson added _STAT_ points for the Hornets, who've dropped STAT of their last five games."
"('CHO', 'pts', '104')","Bradley had _STAT_ points and eight rebounds, and the Celtics beat the Charlotte Hornets 116 104 on Monday night for an important Eastern Conference victory."
"('Henderson,Gerald', 'pts', '17')",Hornets: PLAYER_LAST has scored in double digits in STAT of his last 19 games.
"('Henderson,Gerald', 'pts', '17')","PLAYER_FIRST PLAYER_LAST added STAT points for the Hornets, who've dropped four of their last five games."
"('Bradley,Avery', 'fg', '12')","But it was PLAYER_LAST who carried his team on his shoulders, making STAT of 23 shots."
"('Ellington,Wayne', 'fg', '7')","PLAYER_FIRST PLAYER_LAST added STAT of his _STAT_ in OT, including a 3 pointer that put the Lakers up 111 105 with 1:25 left."
"('Ellington,Wayne', 'pts', '20')","PLAYER_FIRST PLAYER_LAST added seven of his STAT points in OT, including a 3 pointer that put the Lakers up 111 105 with 1:25 left."
"('PHI', 'fg3', '10')", Philadelphia point guard Isaiah Canaan scored 18 including 10 in the fourth quarter.
"('Brown,Jabari', 'pts', '22')", PLAYER_FIRST PLAYER_LAST finished with a career high STAT points for the Lakers (20 53).
"('Canaan,Isaiah', 'pts', '18')"," Philadelphia point guard PLAYER_FIRST PLAYER_LAST scored STAT points, including 10 in the fourth quarter."
"('Clarkson,Jordan', 'ast', '11')","""If I fail, I know I'm going to come back up the next day,"" said Clarkson, who added STAT assists."
"('Teague,Jeff', 'fg', '2')",Hawks: PLAYER_FIRST PLAYER_LAST returned to the lineup after missing STAT games with a sprained left ankle.
"('Teague,Jeff', 'fg3', '2')",Hawks: PLAYER_FIRST PLAYER_LAST returned to the lineup after missing STAT games with a sprained left ankle.
"('Antetokounmpo,Giannis', 'pts', '18')", PLAYER_FIRST PLAYER_LAST scored STAT to lead five Milwaukee players in double figures.
"('Schroder,Dennis', 'fg', '0')","The latest was sustained by backup point guard PLAYER_FIRST Schroder, the speediest player on the team and a key member of the rotation."
"('Schroder,Dennis', 'fg3', '0')","The latest was sustained by backup point guard PLAYER_FIRST Schroder, the speediest player on the team and a key member of the rotation."
"('Horford,Al', 'pts', '18')",PLAYER_FIRST PLAYER_LAST had STAT points for Atlanta.
"('Harden,James', 'pts', '31')","PLAYER_LAST scored STAT for the Rockets, whose four game winning streak was snapped."
"('Ariza,Trevor', 'fg3', '3')",Ariza's STAT pointer gave Houston a 96 95 lead with 1:44 remaining before DeRozan answered with his basket.
"('Brewer,Corey', 'pts', '13')",Trevor Ariza had 15 and PLAYER_FIRST PLAYER_LAST scored STAT for the Rockets.
"('Johnson,Amir', 'trb', '16')",PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Ariza,Trevor', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT and Corey Brewer scored 13 for the Rockets.
"('TOR', 'pts', '99')","After a pair of Toronto timeouts, DeRozan pulled up for his jumper over Harden, making it 99 96 with 18 seconds remaining."
"('Valanciunas,Jonas', 'pts', '15')"," PLAYER_FIRST PLAYER_LAST scored STAT for Toronto, while Lou Williams had 13."
"('HOU', 'pts', '96')",Ariza's 3 pointer gave Houston a 96 95 lead with 1:44 remaining before DeRozan answered with his basket.
"('Koufos,Kosta', 'trb', '12')","PLAYER_FIRST PLAYER_LAST grabbed a season high STAT boards and Memphis recorded a season high 11 blocks, including three by Koufos."
"('Koufos,Kosta', 'fg', '3')","PLAYER_FIRST PLAYER_LAST grabbed a season high _STAT_ boards and Memphis recorded a season high 11 blocks, including STAT by Koufos."
"('Koufos,Kosta', 'blk', '3')","PLAYER_FIRST PLAYER_LAST grabbed a season high _STAT_ boards and Memphis recorded a season high 11 blocks, including STAT by Koufos."
"('Gasol,Marc', 'pts', '8')","It makes things a lot easier to digest,"" said center PLAYER_FIRST Gasol, who had STAT points and 11 rebounds."
"('Gasol,Marc', 'trb', '11')","It makes things a lot easier to digest,"" said center PLAYER_FIRST Gasol, who had eight STAT rebounds."
"('MEM', 'ast', '23')",Gasol had six assists as Memphis dished out 23 on _STAT_ field goals.
"('MEM', 'fg', '38')",Gasol had six assists as Memphis dished out 23 on _STAT_ field goals.
"('Gay,Rudy', 'pts', '24')", PLAYER_FIRST PLAYER_LAST led the Kings with STAT points before leaving in the third quarter with a head injury.
"('MEM', 'blk', '11')","Kosta Koufos grabbed a season high _STAT_ boards and Memphis recorded a season high 11 blocks, including three by Koufos."
"('Gasol,Marc', 'ast', '6')",PLAYER_LAST had STAT assists as Memphis dished out 23 on _STAT_ field goals.
"('McCallum,Ray', 'pts', '12')",PLAYER_FIRST PLAYER_LAST had STAT points and Derrick Williams finished with 10.
"('Randolph,Zach', 'pts', '15')","PLAYER_FIRST PLAYER_LAST added STAT points for Memphis, while Courtney Lee scored 10."
"('Booker,Trevor', 'pts', '17')","Reserve Trey Burke had 19, and PLAYER_FIRST PLAYER_LAST finished with STAT points and 13 rebounds."
"('Booker,Trevor', 'trb', '13')","Reserve Trey Burke had 19, and PLAYER_FIRST PLAYER_LAST finished with STAT rebounds."
"('LaVine,Zach', 'pts', '21')","PLAYER_FIRST PLAYER_LAST led Minnesota with STAT points, and Andrew Wiggins scored 17."
"('Hayward,Gordon', 'pts', '22')", TIP INS Jazz: PLAYER_LAST has scored 20 or more points 36 times this season after doing it STAT times in 2013 14.
"('Hayward,Gordon', 'pts', '22')","PLAYER_FIRST PLAYER_LAST scored STAT points for Utah, which earned its second straight win after a four game losing streak."
"('Burke,Trey', 'fg', '8')","In STAT career games against the Wolves, PLAYER_LAST is averaging 19 points."
"('Burke,Trey', 'pts', '19')","In eight career games against the Wolves, PLAYER_LAST is averaging STAT points."
"('POR', 'pts', '109')", The Blazers clinched a playoff berth Monday night with a 109 86 victory over the Phoenix Suns.
"('Batum,Nicolas', 'pts', '16')"," PLAYER_LAST finished with STAT points, including four 3 pointers."
"('Batum,Nicolas', 'fg3', '4')", PLAYER_LAST finished with 16 including STAT 3 pointers.
"('Lillard,Damian', 'pts', '19')","PLAYER_LAST scored STAT points, and LaMarcus Aldridge added _STAT_ points and seven rebounds."
"('Lillard,Damian', 'fg', '7')",PLAYER_LAST scored 19 and LaMarcus Aldridge added STAT rebounds.
"('PHO', 'pts', '86')", The Blazers clinched a playoff berth Monday night with a 109 86 victory over the Phoenix Suns.
"('Morris,Markieff', 'pts', '11')",Marcus and PLAYER_FIRST PLAYER_LAST each had STAT points.
"('PHO', 'fg3', '3')"," The Blazers also clinched the season series against the Suns for the first time since the 2010 11 season, winning 3 1."
"('Morris,Marcus', 'pts', '11')",PLAYER_FIRST and Markieff PLAYER_LAST each had STAT points.
"('PHO', 'fg3', '3')","TIP INS Suns: The Suns are 8 27 when trailing after three quarters, including 5 17 on the road."
"('Aldridge,LaMarcus', 'pts', '17')","Lillard scored 19 points, and PLAYER_FIRST PLAYER_LAST added STAT points and seven rebounds."
"('Aldridge,LaMarcus', 'trb', '7')",Lillard scored 19 and PLAYER_FIRST PLAYER_LAST added STAT rebounds.
"('Bledsoe,Eric', 'pts', '12')",PLAYER_FIRST PLAYER_LAST added STAT in the Suns' seventh loss by 20 or more points this season.
"('Batum,Nicolas', 'fg3', '4')",PLAYER_LAST hit a 3 pointer that capped a 17 STAT run to open the second half and pushed Portland's lead to 72 53.
"('Warren,T.J.', 'pts', '13')",PLAYER_LAST came off the bench to score STAT points.
"('Stuckey,Rodney', 'fg', '1')","Reserve PLAYER_FIRST Stuckey, bothered by a sore right wrist, shot STAT for 8 for four points."
"('Stuckey,Rodney', 'fg3', '1')","Reserve PLAYER_FIRST Stuckey, bothered by a sore right wrist, shot STAT for 8 for four points."
"('Stuckey,Rodney', 'pts', '4')","Reserve PLAYER_FIRST Stuckey, bothered by a sore right wrist, shot 1 for 8 for STAT points."
"('Watson,C.J.', 'fg', '4')",PLAYER_LAST and Damjan Rudez each shot STAT for STAT and scored _STAT_ in the second quarter.
"('Watson,C.J.', 'fg', '4')",PLAYER_LAST and Damjan Rudez each shot STAT for STAT and scored _STAT_ in the second quarter.
"('Johnson,Joe', 'pts', '21')","PLAYER_FIRST PLAYER_LAST added STAT points, including five straight after the Pacers got within three with about 2 minutes left."
"('Johnson,Joe', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST added 21 including five straight after the Pacers got within STAT with about 2 minutes left.
"('Johnson,Joe', 'fg3', '3')","Williams recorded his 6,000th career assist on Johnson's 1,700th career STAT pointer."
"('Hill,George', 'pts', '28')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Pacers, who lost for the eighth time in 10 games."
"('Hill,George', 'fg', '10')","PLAYER_FIRST PLAYER_LAST scored _STAT_ for the Pacers, who lost for the eighth time in STAT games."
"('Johnson,Joe', 'fg3', '3')","Indiana trimmed it to 103 100 with 2:11 remaining, overcoming a technical foul by Vogel, but PLAYER_LAST nailed a jumper and then a STAT pointer."
"('ATL', 'fg3', '8')"," Thabo Sefolosha scored _STAT_ for Atlanta, and Al Horford had 16 on 8 of 11 shooting."
"('Jackson,Reggie', 'pts', '12')",PLAYER_FIRST PLAYER_LAST collected STAT points and _STAT_ assists despite being limited to four minute stints in each of the last three quarters by an illness.
"('Jackson,Reggie', 'ast', '11')",PLAYER_FIRST PLAYER_LAST collected STAT assists despite being limited to four minute stints in each of the last three quarters by an illness.
"('Lucas III,John', 'pts', '15')","PLAYER_FIRST PLAYER_LAST scored STAT points in his first game since March 13, and Joel Anthony played 17 minutes of tough post defense."
"('Anthony,Joel', 'fg', '2')","PLAYER_LAST Tolliver had _STAT_ rebounds for the Pistons (29 45), who are 6 STAT since Monroe strained his right knee in practice."
"('Jackson,Reggie', 'pts', '12')","PLAYER_LAST had _STAT_ assists in the half, while Horford had STAT points for the Hawks."
"('DET', 'fg3', '11')"," The Pistons hit 10 of their first 11 shots, including four 3 pointers, while building a 25 14 lead midway through the first quarter."
"('Tolliver,Anthony', 'pts', '13')","PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Pistons (29 45), who are 6 2 since Monroe strained his right knee in practice."
"('Tolliver,Anthony', 'trb', '10')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Pistons (29 45), who are 6 2 since Monroe strained his right knee in practice."
"('Horford,Al', 'pts', '16')"," Thabo Sefolosha scored _STAT_ points for Atlanta, and PLAYER_FIRST PLAYER_LAST had STAT on 8 of 11 shooting."
"('Horford,Al', 'fg', '8')"," Thabo Sefolosha scored _STAT_ for Atlanta, and PLAYER_FIRST PLAYER_LAST had 16 on STAT of 11 shooting."
"('Sefolosha,Thabo', 'pts', '19')"," PLAYER_FIRST PLAYER_LAST scored STAT points for Atlanta, and Al Horford had 16 on 8 of 11 shooting."
"('Wade,Dwyane', 'fg', '6')","He excelled on both ends Tuesday, helping hold PLAYER_FIRST PLAYER_LAST to a STAT for 20 shooting night."
"('Dragic,Goran', 'pts', '19')",PLAYER_FIRST PLAYER_LAST had STAT points and Wade added 15 for Miami.
"('Whiteside,Hassan', 'pts', '10')",PLAYER_FIRST PLAYER_LAST returned from a three game absence because of a lacerated hand and scored STAT points.
"('Wade,Dwyane', 'pts', '15')",Goran Dragic had _STAT_ points and PLAYER_LAST added STAT for Miami.
"('SAS', 'fg3', '8')"," San Antonio is now two wins away from its 16th consecutive 50 win season, with eight games remaining."
"('Diaw,Boris', 'pts', '11')",PLAYER_FIRST PLAYER_LAST scored STAT points.
"('SAS', 'fg3', '8')","ROLLING SPURS Since losing to the Knicks eight games ago, the Spurs have been rolling."
"('Griffin,Blake', 'pts', '40')","PLAYER_FIRST PLAYER_LAST scored STAT points, Paul added 27 and J.J."
"('Paul,Chris', 'pts', '27')","Blake Griffin scored 40 points, PLAYER_LAST added STAT and J.J."
"('Curry,Stephen', 'fg3', '4')", Thompson and PLAYER_LAST combined on STAT straight free throws to close out the win for the Pacific Division champions.
"('Curry,Stephen', 'pts', '27')","PLAYER_LAST finished with STAT points, and Klay Thompson added 25."
"('Griffin,Blake', 'fg', '16')",Clippers: PLAYER_LAST had a season high STAT field goals.
"('CHO', 'pts', '102')",Williams scored _STAT_ points and the Hornets cruised to a 102 78 win over the Detroit Pistons on Wednesday night.
"('DET', 'pts', '78')",Williams scored _STAT_ points and the Hornets cruised to a 102 78 win over the Detroit Pistons on Wednesday night.
"('Williams,Marvin', 'pts', '18')",PLAYER_LAST scored STAT points and the Hornets cruised to a 102 78 win over the Detroit Pistons on Wednesday night.
"('DET', 'fg3', '5')","The Pistons, who had won five of six, shot 35.2 percent from the field and were 5 of 22 from 3 point range."
"('DET', 'fg3', '5')","The Pistons, who had won five of six, shot 35.2 percent from the field and were 5 of 22 from 3 point range."
"('Drummond,Andre', 'pts', '13')",PLAYER_FIRST PLAYER_LAST was in early foul trouble and finished with STAT points and nine rebounds.
"('Drummond,Andre', 'trb', '9')",PLAYER_FIRST PLAYER_LAST was in early foul trouble and finished with STAT rebounds.
"('Williams,Marvin', 'fg3', '3')","Charlotte went on a tear, pushing the lead to 23 behind a STAT pointer from PLAYER_LAST and an up and under move from Jefferson."
"('Williams,Mo', 'pts', '13')",PLAYER_FIRST PLAYER_LAST added STAT points and rookie P.J.
"('Hairston,P.J.', 'pts', '12')",PLAYER_LAST had STAT off the bench for Charlotte (32 42).
"('Meeks,Jodie', 'pts', '15')", PLAYER_FIRST PLAYER_LAST led Detroit with STAT points.
"('DET', 'fg3', '5')"," The Pistons are all but out of playoff contention at 29 46, 5 1/2 games out of eighth place."
"('ORL', 'fg3', '5')",Magic: F/C Dewayne Dedmon returned to the starting lineup after missing four of the last five games with a sore left ankle.
"('Duncan,Tim', 'fg', '2')","TIP INS Spurs: With one of his signature bank shots in the third quarter, PLAYER_LAST marked his 10,000th STAT point field goal."
"('Duncan,Tim', 'fg3', '0')","TIP INS Spurs: With one of his signature bank shots in the third quarter, PLAYER_LAST marked his 10,000th two point field goal."
"('Oladipo,Victor', 'pts', '24')","PLAYER_FIRST PLAYER_LAST led the Magic with STAT points, while Nik Vucevic added _STAT_ points and 11 rebounds."
"('Vucevic,Nikola', 'pts', '16')","Victor Oladipo led the Magic with 24 points, while Nik PLAYER_LAST added STAT points and 11 rebounds."
"('Vucevic,Nikola', 'trb', '11')",Victor Oladipo led the Magic with 24 while Nik PLAYER_LAST added STAT rebounds.
"('Beal,Bradley', 'pts', '20')","The Wizards center scored _STAT_ points and grabbed 14 rebounds, PLAYER_FIRST PLAYER_LAST added STAT points, and Washington defeated the Philadelphia 76ers 106 93."
"('Wall,John', 'fg', '6')","Washington scored STAT straight, however and led 31 21 after one as Gortat scored _STAT_ in the quarter, STAT off PLAYER_LAST assists."
"('Wall,John', 'fg3', '1')","Washington scored six straight, however and led 31 21 after STAT as Gortat scored _STAT_ in the quarter, six off PLAYER_LAST assists."
"('Wall,John', 'pts', '13')","Washington scored six straight, however and led 31 21 after one as Gortat scored STAT points in the quarter, six off PLAYER_LAST assists."
"('Wall,John', 'fg', '6')","Washington scored STAT straight, however and led 31 21 after one as Gortat scored _STAT_ in the quarter, STAT off PLAYER_LAST assists."
"('Noel,Nerlens', 'pts', '14')", PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the 76ers.
"('Noel,Nerlens', 'trb', '10')", PLAYER_FIRST PLAYER_LAST had STAT rebounds for the 76ers.
"('Gortat,Marcin', 'fg', '10')"," PLAYER_LAST converted STAT of 11 shots, primarily from inside."
"('Porter,Otto', 'pts', '15')",PLAYER_FIRST PLAYER_LAST started in place of Paul Pierce (rest) for and finished with STAT points.
"('Wall,John', 'pts', '13')"," PLAYER_FIRST PLAYER_LAST chipped in STAT points and _STAT_ assists for Washington, which had lost five of six."
"('Wall,John', 'ast', '15')"," PLAYER_FIRST PLAYER_LAST chipped in STAT assists for Washington, which had lost five of six."
"('WAS', 'pts', '106')","The Wizards center scored _STAT_ points and grabbed 14 rebounds, Bradley Beal added 20 points, and Washington defeated the Philadelphia 76ers 106 93."
"('Miles,C.J.', 'pts', '12')",Stuckey played 19 minutes and PLAYER_LAST scored STAT points in 29 minutes.
"('Early,Cleanthony', 'pts', '14')","PLAYER_FIRST PLAYER_LAST scored STAT for the Knicks, who were far more competitive than during most of their skid."
"('Williams,Deron', 'pts', '26')"," PLAYER_LAST had STAT points, seven rebounds and seven assists in one of his best games of the season."
"('Williams,Deron', 'trb', '7')", PLAYER_LAST had 26 STAT rebounds and STAT assists in one of his best games of the season.
"('Williams,Deron', 'ast', '7')", PLAYER_LAST had 26 STAT rebounds and STAT assists in one of his best games of the season.
"('Williams,Deron', 'trb', '7')", PLAYER_LAST had 26 STAT rebounds and STAT assists in one of his best games of the season.
"('Williams,Deron', 'ast', '7')", PLAYER_LAST had 26 STAT rebounds and STAT assists in one of his best games of the season.
"('BRK', 'fg3', '9')","A night after scoring 33 in the first quarter, the Nets came back with 30 more in this one and led by nine after one."
"('Bargnani,Andrea', 'pts', '22')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Knicks, who lost their eighth straight."
"('Bargnani,Andrea', 'pts', '22')","BARGNANI ON THE BENCH Despite scoring STAT points in 27 minutes, PLAYER_LAST sat the entire fourth quarter until coming in for the final possession."
"('Cousins,DeMarcus', 'pts', '24')","PLAYER_FIRST PLAYER_LAST led the Kings with his second career triple double with STAT points, _STAT_ rebounds and _STAT_ assists after missing Monday's game to rest."
"('Cousins,DeMarcus', 'trb', '21')",PLAYER_FIRST PLAYER_LAST led the Kings with his second career triple double with 24 STAT rebounds and _STAT_ assists after missing Monday's game to rest.
"('Cousins,DeMarcus', 'ast', '10')",PLAYER_FIRST PLAYER_LAST led the Kings with his second career triple double with 24 _STAT_ rebounds and STAT assists after missing Monday's game to rest.
"('Dorsey,Joey', 'pts', '7')",Rockets: PLAYER_FIRST PLAYER_LAST started in place of Howard and STAT points and 11 rebounds.
"('Dorsey,Joey', 'orb', '7')",Rockets: PLAYER_FIRST PLAYER_LAST started in place of Howard and STAT 11 rebounds.
"('Dorsey,Joey', 'trb', '11')",Rockets: PLAYER_FIRST PLAYER_LAST started in place of Howard and seven STAT rebounds.
"('Cousins,DeMarcus', 'ast', '10')",The STAT assists by PLAYER_LAST tied a career high.
"('Jones,Terrence', 'fg', '6')",PLAYER_LAST returned on Wednesday after missing STAT games with a partially collapsed lung and tied a career high with seven blocks.
"('Jones,Terrence', 'blk', '7')",PLAYER_LAST returned on Wednesday after missing six games with a partially collapsed lung and tied a career high with STAT blocks.
"('Harden,James', 'fg3', '8')","An STAT 0 run by Harden, which he capped with a 3 point play, pushed the lead to 112 104."
"('Gasol,Pau', 'pts', '14')","PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for the Bulls, who have lost seven of nine on the road."
"('Gasol,Pau', 'trb', '11')","PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Bulls, who have lost seven of nine on the road."
"('Butler,Jimmy', 'trb', '7')",Chicago's STAT game winning streak against Milwaukee ended despite STAT rebounds from PLAYER_FIRST Butler.
"('Butler,Jimmy', 'pts', '25')",Chicago's seven game winning streak against Milwaukee ended despite STAT points and seven rebounds from PLAYER_FIRST Butler.
"('Butler,Jimmy', 'trb', '7')",Chicago's STAT game winning streak against Milwaukee ended despite STAT rebounds from PLAYER_FIRST Butler.
"('Henson,John', 'pts', '11')","""It doesn't matter who we'll see,"" said Milwaukee big man PLAYER_FIRST Henson, who scored six of his STAT points in the final quarter."
"('CHI', 'tov', '20')", Chicago committed 13 of its _STAT_ turnovers in the second half.
"('MIL', 'pts', '95')",Michael Carter Williams had _STAT_ points and _STAT_ rebounds to lead Milwaukee to a rare 95 91 victory at home over Chicago on Wednesday night.
"('Ilyasova,Ersan', 'pts', '16')","The Bucks (37 38), who lost their previous nine home games against the Bulls, also got STAT points from PLAYER_FIRST Ilyasova."
"('Carter-Williams,Michael', 'pts', '21')",PLAYER_FIRST Carter Williams had STAT points and _STAT_ rebounds to lead Milwaukee to a rare 95 91 victory at home over Chicago on Wednesday night.
"('Carter-Williams,Michael', 'trb', '10')",PLAYER_FIRST Carter Williams had STAT rebounds to lead Milwaukee to a rare 95 91 victory at home over Chicago on Wednesday night.
"('CHI', 'pts', '91')",Michael Carter Williams had _STAT_ points and _STAT_ rebounds to lead Milwaukee to a rare 95 91 victory at home over Chicago on Wednesday night.
"('LaVine,Zach', 'pts', '22')"," Andrew Wiggins scored 25 points, PLAYER_FIRST PLAYER_LAST had STAT and Chase Budinger added 19 for Minnesota, which lost its fourth straight."
"('TOR', 'fg3', '13')","Six players scored at least _STAT_ for the Raptors, who shot 55.3 percent from the field."
"('Williams,Lou', 'pts', '18')",PLAYER_FIRST PLAYER_LAST scored STAT points to lead a balanced Toronto offense as the Raptors defeated Minnesota 113 99 on Wednesday night.
"('TOR', 'fg3', '13')","DeMar DeRozan had 17 Terrance Ross 16, Jonas Valanciunas 15, Greivis Vasquez 14 and James Johnson chipped in 13 for Toronto."
"('Wiggins,Andrew', 'pts', '25')"," PLAYER_FIRST PLAYER_LAST scored STAT points, Zach LaVine had 22 and Chase Budinger added 19 for Minnesota, which lost its fourth straight."
"('Vasquez,Greivis', 'pts', '14')","DeMar DeRozan had 17 points, Terrance Ross 16, Jonas Valanciunas 15, PLAYER_FIRST PLAYER_LAST STAT and James Johnson chipped in 13 for Toronto."
"('Budinger,Chase', 'pts', '19')"," Andrew Wiggins scored 25 points, Zach LaVine had 22 and PLAYER_FIRST PLAYER_LAST added STAT for Minnesota, which lost its fourth straight."
"('Johnson,James', 'pts', '13')","DeMar DeRozan had 17 points, Terrance Ross 16, Jonas Valanciunas 15, Greivis Vasquez 14 and PLAYER_FIRST PLAYER_LAST chipped in STAT for Toronto."
"('TOR', 'pts', '113')",Lou Williams scored _STAT_ points to lead a balanced Toronto offense as the Raptors defeated Minnesota 113 99 on Wednesday night.
"('MIN', 'pts', '99')",Lou Williams scored _STAT_ points to lead a balanced Toronto offense as the Raptors defeated Minnesota 113 99 on Wednesday night.
"('Kanter,Enes', 'pts', '30')",Anthony Morrow scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added a career high STAT points and _STAT_ rebounds for the Thunder.
"('Kanter,Enes', 'trb', '16')",Anthony Morrow PLAYER_FIRST PLAYER_LAST added a career high STAT rebounds for the Thunder.
"('Westbrook,Russell', 'pts', '31')"," PLAYER_LAST finished with STAT points, _STAT_ rebounds and _STAT_ assists."
"('Westbrook,Russell', 'trb', '11')", PLAYER_LAST finished with 31 STAT rebounds and STAT assists.
"('Westbrook,Russell', 'ast', '11')", PLAYER_LAST finished with 31 STAT rebounds and STAT assists.
"('Westbrook,Russell', 'trb', '11')", PLAYER_LAST finished with 31 STAT rebounds and STAT assists.
"('Westbrook,Russell', 'ast', '11')", PLAYER_LAST finished with 31 STAT rebounds and STAT assists.
"('DAL', 'fg3', '4')",The Mavericks moved four games ahead of the Thunder in the race for the No.
"('Ellis,Monta', 'pts', '26')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Carlisle's Mavericks withstood a triple double from Russell Westbrook to beat the Oklahoma City Thunder 135 131."
"('DAL', 'pts', '135')","Monta Ellis scored 26 points, and Carlisle's Mavericks withstood a triple double from Russell Westbrook to beat the Oklahoma City Thunder 135 131."
"('Westbrook,Russell', 'fg3', '2')",STAT LINES PLAYER_LAST made just STAT of 11 3 pointers.
"('Morrow,Anthony', 'pts', '32')",PLAYER_FIRST PLAYER_LAST scored STAT points and Enes Kanter added a career high _STAT_ points and _STAT_ rebounds for the Thunder.
"('Favors,Derrick', 'trb', '7')"," PLAYER_FIRST PLAYER_LAST scored 19, had STAT rebounds and three blocks as the Jazz frontcourt dominated."
"('Favors,Derrick', 'orb', '3')"," PLAYER_FIRST PLAYER_LAST scored 19, had seven rebounds and STAT blocks as the Jazz frontcourt dominated."
"('Favors,Derrick', 'blk', '3')"," PLAYER_FIRST PLAYER_LAST scored 19, had seven rebounds and STAT blocks as the Jazz frontcourt dominated."
"('Millsap,Elijah', 'trb', '9')",PLAYER_FIRST PLAYER_LAST had a career high STAT rebounds.
"('Gobert,Rudy', 'pts', '20')","PLAYER_LAST scored a career high STAT points, grabbed _STAT_ rebounds and had two blocks while recording his 22nd double double of the season."
"('Gobert,Rudy', 'trb', '12')",PLAYER_LAST scored a career high 20 grabbed STAT rebounds and had two blocks while recording his 22nd double double of the season.
"('Gobert,Rudy', 'blk', '2')",PLAYER_LAST scored a career high 20 grabbed _STAT_ rebounds and had STAT blocks while recording his 22nd double double of the season.
"('Exum,Dante', 'ast', '12')","Rookie PLAYER_FIRST Exum, arguably, played his best game of the year and had a career high STAT assists."
"('Faried,Kenneth', 'pts', '19')","PLAYER_FIRST PLAYER_LAST scored STAT points and added _STAT_ rebounds for the Nuggets (28 47), while Ty Lawson finished with 15."
"('Faried,Kenneth', 'trb', '10')","PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Nuggets (28 47), while Ty Lawson finished with 15."
"('Lillard,Damian', 'pts', '18')"," LaMarcus Aldridge led the Blazers with 29 points, while PLAYER_FIRST PLAYER_LAST had STAT points and 10 assists."
"('Lillard,Damian', 'ast', '10')", LaMarcus Aldridge led the Blazers with 29 while PLAYER_FIRST PLAYER_LAST had STAT assists.
"('POR', 'pts', '122')","The Blazers chipped away, pulling within 122 119 on a pair of free throws from Aldridge with 19 seconds left."
"('POR', 'ft', '19')","The Blazers chipped away, pulling within 122 119 on a pair of free throws from Aldridge with 19 seconds left."
"('LAC', 'pts', '126')","A third quarter shove by Portland's Chris Kaman spurred an intense rally, and the Clippers defeated the Trail Blazers 126 122 on Wednesday night."
"('Paul,Chris', 'pts', '41')",PLAYER_LAST finished with a season high STAT points and added 17 assists.
"('Paul,Chris', 'ast', '17')",PLAYER_LAST finished with a season high added STAT assists.
"('POR', 'pts', '122')","A third quarter shove by Portland's Chris Kaman spurred an intense rally, and the Clippers defeated the Trail Blazers 126 122 on Wednesday night."
"('Aldridge,LaMarcus', 'pts', '29')"," PLAYER_FIRST PLAYER_LAST led the Blazers with STAT points, while Damian Lillard had _STAT_ points and 10 assists."
"('Aldridge,LaMarcus', 'fg', '10')", PLAYER_FIRST PLAYER_LAST led the Blazers with 29 while Damian Lillard had STAT assists.
