event,sentence
"('Middleton,Khris', 'pts', '24')"," Khris Middleton scored 24 points and Giannis Antetokounmpo added 20 for the Bucks, while Eric Bledsoe finished with 14 points, including a trio of baskets to stem a fourth quarter Memphis rally."
"('MIL', 'fg3', '12')","Although Memphis was able to pull within 97 91 near the midway point of the fourth, Bledsoe scored six of the Bucks' next eight points, then added an assist to Antetokounmpo, running the lead back to 12 with 4:09 left."
"('Martin,Jarell', 'pts', '16')"," Marc Gasol led the Grizzlies with 17 points, while Jarell Martin, Dillon Brooks and Ben McLemore scored 16 apiece."
"('MEM', 'pts', '103')","Jennings, who joined the team on Sunday, took a huge step in that direction Monday night, finishing with 16 points, 12 assists and eight rebounds as the Bucks sent Memphis to its 18th consecutive loss with a 121 103 victory."
"('McLemore,Ben', 'pts', '16')"," Marc Gasol led the Grizzlies with 17 points, while Jarell Martin, Dillon Brooks and Ben McLemore scored 16 apiece."
"('OKC', 'pts', '106')",George and Anthony each scored 21 points and Westbrook notched his 20th triple double of the season to help the Oklahoma City Thunder beat the Sacramento Kings 106 101 on Monday night.
"('Brewer,Corey', 'pts', '16')",Brewer scored 16 points.
"('Westbrook,Russell', 'pts', '17')"," Westbrook had 17 points, 10 rebounds and 11 assists in the 99th triple double of his career for the Thunder, who moved into fourth place in the Western Conference standings."
"('Westbrook,Russell', 'trb', '10')"," Westbrook had 17 points, 10 rebounds and 11 assists in the 99th triple double of his career for the Thunder, who moved into fourth place in the Western Conference standings."
"('Westbrook,Russell', 'ast', '11')"," Westbrook had 17 points, 10 rebounds and 11 assists in the 99th triple double of his career for the Thunder, who moved into fourth place in the Western Conference standings."
"('Anthony,Carmelo', 'pts', '21')",George and Anthony each scored 21 points and Westbrook notched his 20th triple double of the season to help the Oklahoma City Thunder beat the Sacramento Kings 106 101 on Monday night.
"('George,Paul', 'pts', '21')",George and Anthony each scored 21 points and Westbrook notched his 20th triple double of the season to help the Oklahoma City Thunder beat the Sacramento Kings 106 101 on Monday night.
"('Westbrook,Russell', 'fg', '7')",Westbrook made just 7 of 19 shots.
"('SAC', 'pts', '101')","Sacramento cut its deficit to 104 101 on a pair of free throws by Bogdanovic with 23 seconds left, but Oklahoma City's Corey Brewer made two free throws with 17 seconds left to put it out of reach."
"('Temple,Garrett', 'pts', '15')",Bogdan Bogdanovic scored 19 points and Garrett Temple and Justin Jackson each added 15 for the Kings.
"('Bogdanovic,Bogdan', 'pts', '19')",Bogdan Bogdanovic scored 19 points and Garrett Temple and Justin Jackson each added 15 for the Kings.
"('Randolph,Zach', 'pts', '10')",Zach Randolph scored 10 points on 5 for 18 shooting for the Kings.
"('Randolph,Zach', 'fg', '5')",Zach Randolph scored 10 points on 5 for 18 shooting for the Kings.
"('SAC', 'pts', '101')",George and Anthony each scored 21 points and Westbrook notched his 20th triple double of the season to help the Oklahoma City Thunder beat the Sacramento Kings 106 101 on Monday night.
"('George,Paul', 'fg3', '4')",George was 4 of 9 on 3 pointers and Anthony hit 5 of 7 to make the Kings pay for packing the paint.
"('George,Paul', 'ft', '3')",George was 4 of 9 on 3 pointers and Anthony hit 5 of 7 to make the Kings pay for packing the paint.
"('George,Paul', 'fg', '7')",George was 4 of 9 on 3 pointers and Anthony hit 5 of 7 to make the Kings pay for packing the paint.
"('Anthony,Carmelo', 'fg3', '5')",George was 4 of 9 on 3 pointers and Anthony hit 5 of 7 to make the Kings pay for packing the paint.
"('Anthony,Carmelo', 'fg', '7')",George was 4 of 9 on 3 pointers and Anthony hit 5 of 7 to make the Kings pay for packing the paint.
"('Hield,Buddy', 'pts', '3')",TIP INS Kings: Former Oklahoma star Buddy Hield came off the bench and scored three points in 15 minutes.
"('Grant,Jerami', 'fg', '3')",Westbrook's lob to Grant for a dunk put the Thunder up 102 92 with just under 3 minutes to play.
"('Grant,Jerami', 'fg', '3')",He got his 10th assist on a pass to Jerami Grant for a layup and his 10th rebound with just over 3 minutes to play.
"('Jackson,Justin', 'pts', '15')",Bogdan Bogdanovic scored 19 points and Garrett Temple and Justin Jackson each added 15 for the Kings.
"('POR', 'pts', '115')","Lillard had 32 points and 10 assists, and the Trail Blazers beat the Heat 115 99 on Monday night for their 10th straight victory."
"('Dragic,Goran', 'pts', '23')"," Goran Dragic scored 23 points for the Heat, who were without two key players in starting center Hassan Whiteside and sixth man Dwyane Wade."
"('Collins,Zach', 'fg', '3')","Another 3 pointer by Collins with 7:03 left in the second quarter put Portland up 45 33, forcing the Heat to call time."
"('MIA', 'fg3', '10')","Lillard had 32 points and 10 assists, and the Trail Blazers beat the Heat 115 99 on Monday night for their 10th straight victory."
"('MIA', 'pts', '99')","Lillard had 32 points and 10 assists, and the Trail Blazers beat the Heat 115 99 on Monday night for their 10th straight victory."
"('Collins,Zach', 'fg', '3')","The Blazers closed the first quarter on a 14 4 run to take a 34 25 lead, capped by a buzzer beating 3 pointer from rookie Zach Collins that was accompanied with some guard like dribbling."
"('Nurkic,Jusuf', 'pts', '27')","Jusuf Nurkic added 27 points and 16 rebounds for the Blazers, who have the longest current winning streak in the NBA and a two game lead over Oklahoma City for the No."
"('Nurkic,Jusuf', 'trb', '16')","Jusuf Nurkic added 27 points and 16 rebounds for the Blazers, who have the longest current winning streak in the NBA and a two game lead over Oklahoma City for the No."
"('Lillard,Damian', 'pts', '32')","Lillard had 32 points and 10 assists, and the Trail Blazers beat the Heat 115 99 on Monday night for their 10th straight victory."
"('Lillard,Damian', 'ast', '10')","Lillard had 32 points and 10 assists, and the Trail Blazers beat the Heat 115 99 on Monday night for their 10th straight victory."
"('POR', 'fg3', '14')","The Blazers closed the first quarter on a 14 4 run to take a 34 25 lead, capped by a buzzer beating 3 pointer from rookie Zach Collins that was accompanied with some guard like dribbling."
"('POR', 'ft', '25')","The Blazers closed the first quarter on a 14 4 run to take a 34 25 lead, capped by a buzzer beating 3 pointer from rookie Zach Collins that was accompanied with some guard like dribbling."
"('IND', 'fg3', '5')"," rebounds in 33 games with the 76ers this season before signing with Indiana on March 3, had five points and six rebounds in 17 minutes."
"('Booker,Trevor', 'pts', '5')","TIP INS Pacers: Booker, who averaged 4.7 points and 3.7 rebounds in 33 games with the 76ers this season before signing with Indiana on March 3, had five points and six rebounds in 17 minutes."
"('Booker,Trevor', 'trb', '6')","TIP INS Pacers: Booker, who averaged 4.7 points and 3.7 rebounds in 33 games with the 76ers this season before signing with Indiana on March 3, had five points and six rebounds in 17 minutes."
"('Embiid,Joel', 'pts', '29')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('Embiid,Joel', 'trb', '12')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('IND', 'pts', '101')"," seconds remaining, and Indiana beat the Philadelphia 76ers 101 98 on Tuesday night in a possible Eastern Conference playoff preview."
"('PHI', 'pts', '98')"," seconds remaining, and Indiana beat the Philadelphia 76ers 101 98 on Tuesday night in a possible Eastern Conference playoff preview."
"('IND', 'fg3', '5')","TIP INS Pacers: Booker, who averaged 4.7 points and 3.7 rebounds in 33 games with the 76ers this season before signing with Indiana on March 3, had five points and six rebounds in 17 minutes."
"('Simmons,Ben', 'pts', '10')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('Simmons,Ben', 'ast', '10')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('Simmons,Ben', 'trb', '13')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('Simmons,Ben', 'pts', '10')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('Simmons,Ben', 'ast', '10')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('Simmons,Ben', 'trb', '13')","Joel Embiid had 29 points and 12 rebounds and Ben Simmons finished with 10 points, 13 rebounds and 10 assists for the 76ers (36 30), who had won 13 straight home games."
"('IND', 'ft', '20')",Philadelphia (75) had 20 fewer shot attempts than the Pacers (95).
"('Turner,Myles', 'pts', '25')","Myles Turner scored 25 points, including two clutch free throws with 21.5 seconds remaining, and Indiana beat the Philadelphia 76ers 101 98 on Tuesday night in a possible Eastern Conference playoff preview."
"('Turner,Myles', 'fg3', '2')","Myles Turner scored 25 points, including two clutch free throws with 21.5 seconds remaining, and Indiana beat the Philadelphia 76ers 101 98 on Tuesday night in a possible Eastern Conference playoff preview."
"('Young,Thaddeus', 'pts', '19')","Thaddeus Young added 19 points and 10 rebounds for the surprising Pacers (40 28), who overcame an off shooting night by Victor Oladipo to win their third straight and improve to a season high 12 games over .500."
"('Young,Thaddeus', 'trb', '10')","Thaddeus Young added 19 points and 10 rebounds for the surprising Pacers (40 28), who overcame an off shooting night by Victor Oladipo to win their third straight and improve to a season high 12 games over .500."
"('Oladipo,Victor', 'pts', '11')","Oladipo, who was averaging 23.8 points coming into the night, finished with 11 points on 4 for 21 shooting, including 1 for 4 from 3 point range."
"('Oladipo,Victor', 'fg', '4')","Oladipo, who was averaging 23.8 points coming into the night, finished with 11 points on 4 for 21 shooting, including 1 for 4 from 3 point range."
"('Oladipo,Victor', 'fg3', '1')","Oladipo, who was averaging 23.8 points coming into the night, finished with 11 points on 4 for 21 shooting, including 1 for 4 from 3 point range."
"('Oladipo,Victor', 'fg', '4')","Oladipo, who was averaging 23.8 points coming into the night, finished with 11 points on 4 for 21 shooting, including 1 for 4 from 3 point range."
"('MIN', 'trb', '37')"," Towns recovered from that hit to the jaw that left him face down on the court late in the first half and finished with a season high 37 points and 10 rebounds, leading the Timberwolves to a 116 111 victory over the Washington Wizards on Tuesday night."
"('MIN', 'pts', '116')"," Towns recovered from that hit to the jaw that left him face down on the court late in the first half and finished with a season high 37 points and 10 rebounds, leading the Timberwolves to a 116 111 victory over the Washington Wizards on Tuesday night."
"('WAS', 'pts', '111')"," Towns recovered from that hit to the jaw that left him face down on the court late in the first half and finished with a season high 37 points and 10 rebounds, leading the Timberwolves to a 116 111 victory over the Washington Wizards on Tuesday night."
"('WAS', 'pts', '111')","And later, with Washington down 114 111 and inbounding the ball with 15.8 seconds left, Towns went out on the perimeter to defend guard Bradley Beal, who wound up throwing a bad pass that was intercepted by Jeff Teague."
"('Beal,Bradley', 'pts', '19')","That was kind of a crazy pass for me to make,"" said Beal, who scored 19 points."
"('Towns,Karl-Anthony', 'pts', '37')"," Towns recovered from that hit to the jaw that left him face down on the court late in the first half and finished with a season high 37 points and 10 rebounds, leading the Timberwolves to a 116 111 victory over the Washington Wizards on Tuesday night."
"('Towns,Karl-Anthony', 'trb', '10')"," Towns recovered from that hit to the jaw that left him face down on the court late in the first half and finished with a season high 37 points and 10 rebounds, leading the Timberwolves to a 116 111 victory over the Washington Wizards on Tuesday night."
"('Morris,Markieff', 'pts', '27')",Wizards: Markieff Morris scored a season high 27 points.
"('Towns,Karl-Anthony', 'fg3', '3')",Towns earlier provided the assist on an inside basket by Andrew Wiggins that capped a 20 3 run for Minnesota and put it up 105 98 with less than 5 1/2 minutes remaining.
"('OKC', 'fg3', '16')","Westbrook became the fourth player in NBA history to record 100 triple doubles and sparked a 16 0 run down the stretch that carried the Oklahoma City Thunder to their fourth straight victory, 119 107 over the Atlanta Hawks on Tuesday night."
"('OKC', 'pts', '119')","Westbrook became the fourth player in NBA history to record 100 triple doubles and sparked a 16 0 run down the stretch that carried the Oklahoma City Thunder to their fourth straight victory, 119 107 over the Atlanta Hawks on Tuesday night."
"('Collins,John', 'orb', '3')","Dakari Johnson started in his place but played just seven minutes, scoring three points with two rebounds."
"('Westbrook,Russell', 'fg3', '0')","Westbrook became the fourth player in NBA history to record 100 triple doubles and sparked a 16 0 run down the stretch that carried the Oklahoma City Thunder to their fourth straight victory, 119 107 over the Atlanta Hawks on Tuesday night."
"('Waller-Prince,Taurean', 'fg3', '3')", Atlanta's Taurean Prince knocked down a 3 pointer to tie it at 103 with 5:15 remaining.
"('Lee,Damion', 'pts', '13')",Damion Lee had 13 points in his NBA debut after signing a 10 day contract earlier in the day.
"('Johnson,Dakari', 'pts', '3')","Dakari Johnson started in his place but played just seven minutes, scoring three points with two rebounds."
"('Johnson,Dakari', 'trb', '2')","Dakari Johnson started in his place but played just seven minutes, scoring three points with two rebounds."
"('ATL', 'pts', '107')","Westbrook became the fourth player in NBA history to record 100 triple doubles and sparked a 16 0 run down the stretch that carried the Oklahoma City Thunder to their fourth straight victory, 119 107 over the Atlanta Hawks on Tuesday night."
"('George,Paul', 'pts', '12')",George finished with 12 points.
"('Westbrook,Russell', 'fg3', '0')","Westbrook scored seven points, getting to the line over and over again, while Grant knocked down a 3 and converted a three point play    both off assists by Westbrook."
"('Westbrook,Russell', 'pts', '32')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Westbrook,Russell', 'fg', '12')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Westbrook,Russell', 'trb', '12')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Westbrook,Russell', 'ast', '12')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Westbrook,Russell', 'fg', '12')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Westbrook,Russell', 'trb', '12')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Westbrook,Russell', 'ast', '12')","Westbrook scored 32 points, dished out 12 assists and grabbed 12 rebounds , joining an exclusive group that includes Oscar Robertson (181 triple doubles), Magic Johnson (138) and Jason Kidd (107)."
"('Anthony,Carmelo', 'pts', '21')","Anthony finished with 21 points, while Grant chipped in with 20, helping to make up for the loss of Paul George with a groin injury."
"('Wright,Delon', 'pts', '10')","Delon Wright scored 10 points, one of six Raptors in double figures."
"('Miles,C.J.', 'fg', '3')","In the fourth, CJ Miles led a 14 4 run with three 3 pointers, his last one extending Toronto's lead 103 95 with 7:15 left."
"('Miles,C.J.', 'fg3', '3')","In the fourth, CJ Miles led a 14 4 run with three 3 pointers, his last one extending Toronto's lead 103 95 with 7:15 left."
"('Miles,C.J.', 'ft', '3')","In the fourth, CJ Miles led a 14 4 run with three 3 pointers, his last one extending Toronto's lead 103 95 with 7:15 left."
"('VanVleet,Fred', 'pts', '15')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('TOR', 'fg3', '11')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('TOR', 'fg3', '11')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('TOR', 'fg3', '11')"," D'Angelo Russell hit his first seven shots    all 3 pointers    and scored 24 points in the first quarter for the Nets, who have lost 11 straight to the Raptors."
"('BRK', 'pts', '102')"," Jonas Valanciunas had 26 points and 14 rebounds, and the Raptors won their ninth straight and 16th of 17, 116 102 over the Brooklyn Nets on Tuesday night."
"('BRK', 'fg3', '15')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('BRK', 'fg', '35')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('Valanciunas,Jonas', 'pts', '26')"," Jonas Valanciunas had 26 points and 14 rebounds, and the Raptors won their ninth straight and 16th of 17, 116 102 over the Brooklyn Nets on Tuesday night."
"('Valanciunas,Jonas', 'trb', '14')"," Jonas Valanciunas had 26 points and 14 rebounds, and the Raptors won their ninth straight and 16th of 17, 116 102 over the Brooklyn Nets on Tuesday night."
"('Lowry,Kyle', 'pts', '11')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('Lowry,Kyle', 'ast', '11')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('Lowry,Kyle', 'pts', '11')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('Lowry,Kyle', 'ast', '11')","DeRozan and reserve guard Fred VanVleet each scored 15 points, and Lowry added 11 points and 11 assists for the Raptors, who held Brooklyn to 35 points after halftime and won a franchise record tying seventh straight road game."
"('TOR', 'pts', '116')"," Jonas Valanciunas had 26 points and 14 rebounds, and the Raptors won their ninth straight and 16th of 17, 116 102 over the Brooklyn Nets on Tuesday night."
"('Miles,C.J.', 'pts', '12')",Miles finished with 12 points.
"('Beasley,Michael', 'pts', '21')",Michael Beasley scored 21 and Tim Hardaway Jr.
"('NYK', 'pts', '97')","Harrison Barnes scored 30 points and Dallas turned around the game in the third quarter on its way to a 110 97 victory Tuesday night over New York, which lost its eighth straight game."
"('Barnes,Harrison', 'pts', '30')","Harrison Barnes scored 30 points and Dallas turned around the game in the third quarter on its way to a 110 97 victory Tuesday night over New York, which lost its eighth straight game."
"('Ferrell,Yogi', 'ft', '0')","Yogi Ferrell finished with 10, but eight came during a game changing 14 0 run in the third quarter."
"('Smith,Dennis', 'fg3', '3')"," New York closed within four in the fourth quarter as Burke led a rally, but Smith made a 3 pointer and Barnes followed with four straight points to put it away."
"('Ferrell,Yogi', 'ft', '0')",It was tied at 64 before Barnes scored on a follow shot to start the 14 0 spurt that included two 3 pointers and another basket by Ferrell.
"('Ferrell,Yogi', 'fg3', '2')",It was tied at 64 before Barnes scored on a follow shot to start the 14 0 spurt that included two 3 pointers and another basket by Ferrell.
"('Burke,Trey', 'fg3', '3')"," New York closed within four in the fourth quarter as Burke led a rally, but Smith made a 3 pointer and Barnes followed with four straight points to put it away."
"('DAL', 'pts', '110')","Harrison Barnes scored 30 points and Dallas turned around the game in the third quarter on its way to a 110 97 victory Tuesday night over New York, which lost its eighth straight game."
"('Rivers,Austin', 'ft', '3')","Austin Rivers started it with a 19 footer, and Williams broke for a layup off a missed 3 by Chicago's Noah Vonleh."
"('Williams,Lou', 'ft', '13')",Williams hit 13 of 14 free throws.
"('CHI', 'pts', '106')","DeAndre Jordan dominated with 29 points and 18 rebounds, Lou Williams scored 26 and the Clippers beat the Chicago Bulls 112 106 on Tuesday night."
"('CHI', 'fg3', '7')","Bulls: With Markkanen sidelined, Vonleh started and had eight points and seven rebounds."
"('Harris,Tobias', 'pts', '18')","Tobias Harris added 18 points, and the Clippers started to take control late in the third quarter on the way to their fifth win in six games."
"('Portis,Bobby', 'pts', '19')", Bobby Portis led Chicago with 19 points and nine rebounds.
"('Portis,Bobby', 'trb', '9')", Bobby Portis led Chicago with 19 points and nine rebounds.
"('Dunn,Kris', 'pts', '18')",Kris Dunn added 18 points and six assists.
"('Dunn,Kris', 'fg', '6')",Kris Dunn added 18 points and six assists.
"('Dunn,Kris', 'ft', '6')",Kris Dunn added 18 points and six assists.
"('Dunn,Kris', 'ast', '6')",Kris Dunn added 18 points and six assists.
"('Jordan,DeAndre', 'pts', '29')","DeAndre Jordan dominated with 29 points and 18 rebounds, Lou Williams scored 26 and the Clippers beat the Chicago Bulls 112 106 on Tuesday night."
"('Jordan,DeAndre', 'trb', '18')","DeAndre Jordan dominated with 29 points and 18 rebounds, Lou Williams scored 26 and the Clippers beat the Chicago Bulls 112 106 on Tuesday night."
"('Vonleh,Noah', 'fg', '3')","Austin Rivers started it with a 19 footer, and Williams broke for a layup off a missed 3 by Chicago's Noah Vonleh."
"('LAC', 'pts', '112')","DeAndre Jordan dominated with 29 points and 18 rebounds, Lou Williams scored 26 and the Clippers beat the Chicago Bulls 112 106 on Tuesday night."
"('Williams,Lou', 'pts', '26')","DeAndre Jordan dominated with 29 points and 18 rebounds, Lou Williams scored 26 and the Clippers beat the Chicago Bulls 112 106 on Tuesday night."
"('CHI', 'fg3', '7')",The Bulls shot 7 of 29 on 3 pointers.
"('LAC', 'ft', '30')","TIP INS Clippers: The Clippers were 30 of 41 at the line, matching a season high for free throws made and setting one for attempts."
"('Vonleh,Noah', 'pts', '8')","Bulls: With Markkanen sidelined, Vonleh started and had eight points and seven rebounds."
"('Vonleh,Noah', 'trb', '7')","Bulls: With Markkanen sidelined, Vonleh started and had eight points and seven rebounds."
"('Okafor,Emeka', 'pts', '14')","Emeka Okafor and E'Twaun Moore each scored 14 points, while Ian Clark scored 12 and Nikola Mirotic had 11."
"('CHO', 'fg3', '7')","Kaminsky had 21 on 9 of 13 shooting and Batum scored 20 for the Hornets, who shot 48.4 percent (45 of 93), but went 7 of 26 from 3 point range."
"('NOP', 'fg', '52')","Both teams shot better than 52 percent in a high scoring first half during which New Orleans never trailed, but also never led by more than 11."
"('Howard,Dwight', 'ft', '4')","Howard accounted for three of the four misses, going 4 of 7."
"('Lamb,Jeremy', 'pts', '16')","TIP INS Hornets: Had 42 bench points, led by Kaminsky and Jeremy Lamb, who scored 16 points."
"('Holiday,Jrue', 'fg3', '3')",Holiday's second 3 in that stretch widened New Orleans' lead to five points with 1:19 to go and he added a driving finger roll that made it 117 110 with 30 seconds left.
"('Howard,Dwight', 'pts', '22')","Dwight Howard had 22 points, 11 rebounds and three blocked shots for Charlotte, while Kemba Walker added 22 points."
"('Howard,Dwight', 'trb', '11')","Dwight Howard had 22 points, 11 rebounds and three blocked shots for Charlotte, while Kemba Walker added 22 points."
"('Howard,Dwight', 'pts', '22')","Dwight Howard had 22 points, 11 rebounds and three blocked shots for Charlotte, while Kemba Walker added 22 points."
"('CHO', 'pts', '115')","Davis had 31 points, 14 rebounds and five blocked shots, and New Orleans beat the struggling Charlotte Hornets 119 115 on Tuesday night."
"('Clark,Ian', 'pts', '12')","Emeka Okafor and E'Twaun Moore each scored 14 points, while Ian Clark scored 12 and Nikola Mirotic had 11."
"('Rondo,Rajon', 'ast', '17')","Rajon Rondo spearheaded New Orleans' offensive resurgence, handing out 17 assists to go with 12 points."
"('Rondo,Rajon', 'pts', '12')","Rajon Rondo spearheaded New Orleans' offensive resurgence, handing out 17 assists to go with 12 points."
"('Holiday,Jrue', 'pts', '25')","Jrue Holiday highlighted a 25 point, nine assist performance with 10 points in the final 2:39, starting with a 3 that put the Pelicans in front for good."
"('Holiday,Jrue', 'fg3', '3')","Jrue Holiday highlighted a 25 point, nine assist performance with 10 points in the final 2:39, starting with a 3 that put the Pelicans in front for good."
"('Walker,Kemba', 'pts', '22')","Dwight Howard had 22 points, 11 rebounds and three blocked shots for Charlotte, while Kemba Walker added 22 points."
"('Walker,Kemba', 'pts', '22')","Dwight Howard had 22 points, 11 rebounds and three blocked shots for Charlotte, while Kemba Walker added 22 points."
"('NOP', 'fg3', '9')",The Pelicans made 9 of 22 3 point attempts.
"('Davis,Anthony', 'pts', '31')","Davis had 31 points, 14 rebounds and five blocked shots, and New Orleans beat the struggling Charlotte Hornets 119 115 on Tuesday night."
"('Davis,Anthony', 'trb', '14')","Davis had 31 points, 14 rebounds and five blocked shots, and New Orleans beat the struggling Charlotte Hornets 119 115 on Tuesday night."
"('Batum,Nicolas', 'pts', '20')","Kaminsky had 21 on 9 of 13 shooting and Batum scored 20 for the Hornets, who shot 48.4 percent (45 of 93), but went 7 of 26 from 3 point range."
"('Batum,Nicolas', 'fg', '7')","Kaminsky had 21 on 9 of 13 shooting and Batum scored 20 for the Hornets, who shot 48.4 percent (45 of 93), but went 7 of 26 from 3 point range."
"('Kaminsky,Frank', 'pts', '21')","Kaminsky had 21 on 9 of 13 shooting and Batum scored 20 for the Hornets, who shot 48.4 percent (45 of 93), but went 7 of 26 from 3 point range."
"('Kaminsky,Frank', 'fg', '9')","Kaminsky had 21 on 9 of 13 shooting and Batum scored 20 for the Hornets, who shot 48.4 percent (45 of 93), but went 7 of 26 from 3 point range."
"('NOP', 'orb', '14')","Davis had 31 points, 14 rebounds and five blocked shots, and New Orleans beat the struggling Charlotte Hornets 119 115 on Tuesday night."
"('NOP', 'pts', '119')","Davis had 31 points, 14 rebounds and five blocked shots, and New Orleans beat the struggling Charlotte Hornets 119 115 on Tuesday night."
"('NOP', 'fg3', '9')","Jrue Holiday highlighted a 25 point, nine assist performance with 10 points in the final 2:39, starting with a 3 that put the Pelicans in front for good."
"('Aldridge,LaMarcus', 'pts', '24')","LaMarcus Aldridge scored 24 points and San Antonio never trailed after the opening minutes, holding the Orlando Magic to their season's lowest point total in a 108 72 victory on Tuesday night."
"('Aldridge,LaMarcus', 'fg3', '0')","LaMarcus Aldridge scored 24 points and San Antonio never trailed after the opening minutes, holding the Orlando Magic to their season's lowest point total in a 108 72 victory on Tuesday night."
"('ORL', 'pts', '72')","LaMarcus Aldridge scored 24 points and San Antonio never trailed after the opening minutes, holding the Orlando Magic to their season's lowest point total in a 108 72 victory on Tuesday night."
"('Simmons,Jonathon', 'pts', '10')","Nikola Vucevic and Jonathon Simmons each had 10 points for the Magic, which has lost 12 of 14."
"('ORL', 'ft', '9')","Orlando is 9 16 in back to back games, including a 4 9 record in the opener following Tuesday's loss."
"('ORL', 'ft', '9')","Orlando is 9 16 in back to back games, including a 4 9 record in the opener following Tuesday's loss."
"('Simmons,Jonathon', 'pts', '10')","Simmons had 20 points and 10 assists in a five point victory in the preseason, but was held to 10 points and no assists."
"('Simmons,Jonathon', 'ast', '0')","Simmons had 20 points and 10 assists in a five point victory in the preseason, but was held to 10 points and no assists."
"('Simmons,Jonathon', 'pts', '10')","Simmons had 20 points and 10 assists in a five point victory in the preseason, but was held to 10 points and no assists."
"('SAS', 'pts', '108')","LaMarcus Aldridge scored 24 points and San Antonio never trailed after the opening minutes, holding the Orlando Magic to their season's lowest point total in a 108 72 victory on Tuesday night."
"('Mills,Patty', 'ft', '3')","Three minutes later, Patty Mills stole the inbounds pass and hit a 3 pointer after getting the ball back from Kyle Anderson for a 50 29 lead."
"('Mills,Patty', 'pts', '13')","Mills finished with 13 points and Murray, Danny Green and Pau Gasol each had 11."
"('Vucevic,Nikola', 'pts', '10')","Nikola Vucevic and Jonathon Simmons each had 10 points for the Magic, which has lost 12 of 14."
"('Crowder,Jae', 'fg3', '3')","Four players    Rudy Gobert, Jonas Jerebko, Derrick Favors and Jae Crowder    each went 3 for 3 from the field in the period."
"('Crowder,Jae', 'fg3', '3')","Four players    Rudy Gobert, Jonas Jerebko, Derrick Favors and Jae Crowder    each went 3 for 3 from the field in the period."
